"Timestamp","NPS","NSAT","Version","Comments"
"12/4/2025, 6:25:59.087 AM","10","3.0","1.37.1","The sql server management studio styl filtering in the tree view is great, but sometimes I miss the fuzzy search that azure data studio had under its ""Manage"" screen. I'd really like to see something similar for fuzzy searching tables and stored procedures on the database I am connected to and for searching for databases on the servcer I am connected to, possibly with a ui similar to the ctrl + P shortcut for searching for open files so that I don't have to go to another screen or use the mouse"
"12/4/2025, 1:34:15.787 AM","9","2.0","1.37.1",""
"12/4/2025, 1:30:13.689 AM","4","1.0","1.37.1","It has not estimated Plan information on it. I still more comfortable using azure data studio"
"12/3/2025, 10:40:14.224 PM","10","3.0","1.37.1",""
"12/3/2025, 9:50:43.056 PM","8","3.0","1.37.1",""
"12/3/2025, 9:49:53.502 PM","9","2.0","1.37.1","A practical way to seperate connections per workspaces. I have development, test and prod environments and would like to maintain a seperate list of servers in each workspace so that I don't accidentally connect to a production server from a test workspace."
"12/3/2025, 9:25:26.265 PM","9","2.0","1.37.1","i wish it was a separated app. Its confusing to open my node project, then database in the same app, sometimes files get mixed. "
"12/3/2025, 8:19:43.254 PM","9","2.0","1.37.0",""
"12/3/2025, 7:28:42.295 PM","10","3.0","1.37.1",""
"12/3/2025, 6:51:20.506 PM","9","2.0","1.37.1","Create and edit SSIS projects (dtsx packages) inside VS Code"
"12/3/2025, 6:21:33.234 PM","9","2.0","1.37.1","Make the cdc tables viewable in the SQL Server browser."
"12/3/2025, 5:10:58.256 PM","2","1.0","1.37.1","Make it work like Azure Data Studio. VSCode breaks all of the decades long muscle memory and it's functionally different than ADS. In addition, now it's just generating errors constantly and popping up the Output window at the bottom."
"12/3/2025, 4:37:31.601 PM","8","2.0","1.37.1",""
"12/3/2025, 4:03:24.144 PM","5","2.0","1.37.1","You really need to improve the results table layout. It is just not good. Microsoft SQL Management Studio displays it much better. Column names should not be truncated, and the cells don't need to be so large. Other than that the extension is excellent."
"12/3/2025, 4:02:32.06 PM","8","2.0","1.37.1","MEJORARA EL MANEJO DE LOS RESULTADOS DE LAS CONSULTAS, HACER MAS ANCHA LA VENTANA CON LAS OPCIONES DE FILTRADO"
"12/3/2025, 3:47:47.393 PM","9","2.0","1.37.1","Allow connection selection to be specified or associated with sql files."
"12/3/2025, 3:34:14.636 PM","0","0.0","1.37.1",""
"12/3/2025, 3:28:20.293 PM","10","2.0","1.37.0",""
"12/3/2025, 3:19:59.776 PM","8","3.0","1.37.1","Allow copying a resultset to the clipboard in json format instead of having to save it as a json file. Sometimes I only need the json temporarily and would like to just <REDACTED: user-file-path> it into a new file that never gets saved to the filesystem. Instead of having to save the file, open the file, then close and delete the file. I just want to <REDACTED: user-file-path>"
"12/3/2025, 2:08:04.856 PM","10","3.0","1.36.0","It meets my needs so far! I primarily use it to develop SQL queries we later parameterize and use in Python code. It is likely many of the features I would want are possible in SQL but I am just unaware of them.   Perhaps some wizards, e.g., to create a temp table? "
"12/3/2025, 2:06:40.253 PM","7","2.0","1.37.1","The most universally useful benefit would be smarter awareness of the table schema you're interacting with, so the code suggestions actually make sense as opposed to just repeating prior things you've typed."
"12/3/2025, 1:40:25.402 PM","10","2.0","1.37.1","The run arrow is in an odd spot, especially after using SSMS and Azure Data Studio for years otherwise, extension works great"
"12/3/2025, 1:20:06.785 PM","9","2.0","1.37.1","Personally, all I'm missing is compatibility with Jupyter Notebooks. Currently, it creates a session for each node, so I can't really share stuff in between different nodes."
"12/3/2025, 11:57:35.616 AM","10","2.0","1.37.0",""
"12/3/2025, 11:26:34.247 AM","10","3.0","1.37.1",""
"12/3/2025, 10:09:19.581 AM","1","0.0","1.37.1","Searching for a table, view or Stored Procedure is taking extremely long, and more frequently than not, NEVER COMPLETES.   Also, there are very frequent disconnections from Azure, which are not resolved in any way other than restarting VS Code. "
"12/3/2025, 9:38:25.105 AM","9","3.0","1.37.1",""
"12/3/2025, 9:35:24.58 AM","5","1.0","1.37.0","Could be great, but is lacking basic functionality - please keep working on it!"
"12/3/2025, 9:16:31.232 AM","9","3.0","1.37.1","In the query results, allow aggregations to be performed (sum, count, average) by selecting a column"
"12/3/2025, 8:37:34.929 AM","8","2.0","1.37.0","Add quick <REDACTED: user-file-path> to parse code (like ctrl + F5 in Management Studio). Add missing functionality from Management Studio (Like possibility to manage Agent Jobs and use alt + F1 to shov objekt information). "
"12/3/2025, 7:56:40.591 AM","4","2.0","1.37.1","There is no full-text search for database objects, like there was in ADS.  The current connection UI is a bit small - I would like to be more visually aware of which DB i am connected to - for example, dbeaver or jetbrains datagrip have an option to set a color accent to the entire UI when connected to a certain database. That way, I can be always aware that I am connected to production for example.  Overall, I like the idea of having just a vscode extension, instead of an entirely seperate modified vscode (like ADS). But for my colleagues, the full-text search is a killer feature, so I would still probably not recommend it."
"12/3/2025, 6:44:47.203 AM","7","2.0","1.37.1","Love the design, the filter and all the features. Dislike that a lot of features do no work satisfying, like schema compare, cancel query, table design. Missing table row edit. "
"12/3/2025, 6:43:59.481 AM","10","2.0","1.37.0",""
"12/3/2025, 6:40:22.159 AM","7","2.0","1.37.1","<REDACTED: secret>"
"12/3/2025, 5:17:14.452 AM","7","2.0","1.37.0","Each query tab should maintain its own Query Results panel visibility and size. If I hide or resize the results panel in one tab, it should not affect the visibility or size of the results panel in other tabs."
"12/3/2025, 1:29:36.51 AM","7","2.0","1.37.1","I used Azure Data Studio for many years and also SSMS and there is still more work to be done on getting MSSQL extension to parity with Azure Data Studio, one of the things I loved with Azure Data Studio was the ability to run SQL in notebooks, I still have many of my notebooks and hoping I get a chance to use them within VS Code soon.  Also, keep on with the integration with Copilot they are great."
"12/2/2025, 8:38:55.509 PM","6","2.0","1.37.0","Keep adding features, like create database from Connections window."
"12/2/2025, 7:52:24.162 PM","3","1.0","1.37.0","The interface is pretty awful compared to SSMS. Everything basic you want to do is much more complicated, fails with strange error messages and the integration with VS Code is rather trying (e.g. keyboard shortcuts)."
"12/2/2025, 3:54:10.767 PM","9","2.0","1.37.0","When deleting existing connections, it kept showing the first one I selected even though it was already deleted. Even though it was deleting other connections in the list."
"12/2/2025, 3:32:25.882 PM","3","1.0","1.37.0","make sure it's stable. it has random bugs and quirks. feels like nobody cares about quality when writing software anymore."
